PassengerId,Survived
892,0.170732051527
893,0.466258679828
894,0.244020734459
895,0.102559110502
896,0.531329911964
897,0.115570141855
898,0.680587879759
899,0.199585098652
900,0.697047824807
901,0.0148913653601
902,0.0705873255413
903,0.319269588201
904,0.905747283543
905,0.135563550467
906,0.79797092295
907,0.816844538879
908,0.343340336378
909,0.174345381291
910,0.564780980823
911,0.586195146538
912,0.359654718458
913,0.362406333404
914,0.898303010333
915,0.470595154611
916,0.856384355633
917,-0.0402473373265
918,0.980818085427
919,0.174345381291
920,0.321334540235
921,0.0545835142519
922,0.135563550467
923,0.188797908499
924,0.499679940158
925,0.469379252047
926,0.456995408011
927,0.17434730858
928,0.580605688443
929,0.612506714381
930,0.10294342102
931,0.0928888075122
932,0.141733692491
933,0.385999846837
934,0.00408843330859
935,0.785030886852
936,0.794015025507
937,0.102220687808
938,0.393413345895
939,0.139075745349
940,0.924740866596
941,0.544921995297
942,0.385581975784
943,0.348462228323
944,0.659392122288
945,0.823001388323
946,0.317092766927
947,0.253322231557
948,0.102207288564
949,0.102094496295
950,0.0269647434511
951,1.10822828054
952,0.114960200912
953,0.275312722089
954,0.114893296466
955,0.680631840294
956,0.445353117008
957,0.757081949669
958,0.693455511665
959,0.32679519117
960,0.490977738585
961,0.748772321146
962,0.68064331225
963,0.102207288564
964,0.612168291686
965,0.490602972735
966,1.08488285059
967,0.574935246715
968,0.0706580845644
969,0.734304906883
970,0.275083282974
971,0.68064331225
972,0.39300588541
973,0.361721090075
974,0.319269588201
975,0.0705873255413
976,0.310967032966
977,0.0986554299047
978,0.680702599317
979,0.624978563814
980,0.649023349227
981,0.494651998886
982,0.567522778246
983,0.0705318930512
984,0.820952703552
985,0.0706580845644
986,0.489813335077
987,0.102161400741
988,0.806081595663
989,0.102220687808
990,0.612135803108
991,0.102278047587
992,0.86778594464
993,0.233661389099
994,0.139075745349
995,0.102151856073
996,0.614798394528
997,0.108920309964
998,0.17072819695
999,0.139075745349
1000,0.0709620913917
1001,0.275083282974
1002,0.250370125669
1003,0.649036748472
1004,1.0023670002
1005,0.68042915378
1006,0.871668693953
1007,0.143028305276
1008,0.142364051663
1009,0.831174881766
1010,0.512409279208
1011,0.743608992977
1012,0.799045714333
1013,0.0916884344854
1014,0.96694301189
1015,0.101910945003
1016,0.139075745349
1017,0.593219608428
1018,0.102161400741
1019,0.561361340063
1020,0.176985444342
1021,0.102278047587
1022,0.102278047587
1023,0.39286269202
1024,0.446786132364
1025,0.0949767407995
1026,0.00410944993152
1027,0.102188199229
1028,0.174345381291
1029,0.275083282974
1030,0.612225651465
1031,-0.139999394863
1032,0.620030835717
1033,0.984927192469
1034,0.346436751755
1035,0.281048699962
1036,0.319521971227
1037,-0.035318046617
1038,0.39761520203
1039,0.102278047587
1040,0.385999846837
1041,0.198208463963
1042,0.990536713345
1043,0.143033233786
1044,0.00410944993152
1045,0.54321648258
1046,-0.134715063102
1047,0.102048608472
1048,1.01715384345
1049,0.612135803108
1050,0.319521971227
1051,0.543946879059
1052,0.649015685961
1053,0.39300588541
1054,0.785260325967
1055,0.070176262423
1056,0.176985444342
1057,0.535798238728
1058,0.402956085788
1059,-0.0385695426632
1060,0.968930613591
1061,0.61264437785
1062,0.0704286454494
1063,0.174345381291
1064,0.0575751743677
1065,0.142727345558
1066,-0.111664818268
1067,0.738808782905
1068,0.795929244811
1069,0.357838340761
1070,0.69060294542
1071,0.856985949577
1072,0.275083282974
1073,0.433201798603
1074,0.905116232225
1075,0.139075745349
1076,1.01857177554
1077,0.276459917664
1078,0.753248987555
1079,0.020256338208
1080,0.158822362398
