Id,SalePrice
1461,128435.362
1462,157389.08
1463,175748.454
1464,181434.288
1465,200483.224
1466,182748.444
1467,164080.418
1468,174906.396
1469,178578.916
1470,119723.922
1471,202156.226
1472,96098.842
1473,97469.908
1474,156209.106
1475,147149.952
1476,375471.824
1477,251067.34
1478,308042.026
1479,248468.03
1480,450350.376
1481,313400.552
1482,207911.976
1483,176917.136
1484,177010.466
1485,173717.968
1486,198418.288
1487,332209.626
1488,243862.334
1489,199901.422
1490,194976.23
1491,191522.958
1492,98730.148
1493,174421.718
1494,303070.746
1495,302723.014
1496,229075.548
1497,195390.296
1498,154236.022
1499,152953.486
1500,151480.02
1501,174114.14
1502,169710.51
1503,296030.014
1504,230551.672
1505,220186.916
1506,183718.424
1507,219338.408
1508,198239.886
1509,164815.434
1510,152700.388
1511,154497.512
1512,169937.642
1513,156308.444
1514,165662.318
1515,175265.946
1516,161765.78
1517,152734.396
1518,133270.078
1519,223377.636
1520,139240.45
1521,146172.614
1522,163460.3
1523,114358.904
1524,123485.838
1525,125068.2
1526,129383.456
1527,102179.188
1528,125917.756
1529,143794.816
1530,167669.158
1531,129041.51
1532,110372.432
1533,147399.234
1534,114313.604
1535,158314.782
1536,116714.83
1537,75275.352
1538,186044.092
1539,246522.698
1540,115055.882
1541,150549.096
1542,142944.69
1543,215789.334
1544,81676.208
1545,106362.864
1546,126459.066
1547,142750.654
1548,136454.562
1549,117104.986
1550,144818.638
1551,121166.918
1552,150536.884
1553,145921.94
1554,114144.02
1555,173595.13
1556,96689.912
1557,132170.366
1558,96693.234
1559,121705.262
1560,156552.932
1561,154228.04
1562,126010.43
1563,125435.382
1564,160427.778
1565,156603.896
1566,214491.0
1567,81418.918
1568,223779.88
1569,149475.092
1570,128125.014
1571,131081.988
1572,147936.358
1573,235708.652
1574,117543.254
1575,208711.1
1576,215700.462
1577,195184.298
1578,154188.314
1579,140826.52
1580,188610.994
1581,139045.466
1582,130022.42
1583,334597.324
1584,241195.598
1585,141341.4
1586,72150.78
1587,105373.448
1588,150121.964
1589,101684.306
1590,132793.252
1591,104867.39
1592,131267.218
1593,123003.588
1594,136434.234
1595,123662.64
1596,236168.754
1597,164873.274
1598,183205.246
1599,214357.934
1600,198572.414
1601,81113.764
1602,117864.206
1603,98154.952
1604,285288.32
1605,249627.378
1606,168058.748
1607,169440.012
1608,197216.79
1609,184911.03
1610,158900.45
1611,149187.648
1612,153765.382
1613,165443.966
1614,121753.062
1615,86119.998
1616,81788.708
1617,88241.22
1618,126261.966
1619,131387.42
1620,144449.656
1621,135417.866
1622,152244.668
1623,292387.536
1624,213885.132
1625,133632.086
1626,171980.924
1627,186172.17
1628,287543.616
1629,175123.44
1630,355784.684
1631,226490.2
1632,247169.066
1633,171336.578
1634,180699.844
1635,179021.742
1636,159223.222
1637,174157.056
1638,217118.628
1639,177989.948
1640,249614.358
1641,179655.096
1642,221142.796
1643,225618.306
1644,224779.036
1645,178700.984
1646,154485.44
1647,163244.952
1648,140477.302
1649,140085.516
1650,121023.94
1651,119931.472
1652,94501.1
1653,99058.55
1654,156908.378
1655,162310.832
1656,152227.51
1657,155794.242
1658,154404.98
1659,147296.97
1660,144179.202
1661,435952.756
1662,379793.238
1663,374465.42
1664,459136.376
1665,312565.646
1666,334895.556
1667,354371.528
1668,325215.752
1669,304307.424
1670,333514.548
1671,259591.384
1672,469434.192
1673,304088.944
1674,253773.49
1675,187407.656
1676,191294.548
1677,202657.258
1678,469092.34
1679,375118.756
1680,323141.65
1681,266700.288
1682,307611.192
1683,191078.574
1684,170787.646
1685,174227.426
1686,168650.694
1687,167606.886
1688,187397.726
1689,189070.904
1690,185266.326
1691,176369.51
1692,272778.59
1693,170870.462
1694,183076.438
1695,169873.908
1696,260401.896
1697,171248.208
1698,343498.574
1699,328395.238
1700,242237.942
1701,266607.546
1702,252301.18
1703,250160.48
1704,292286.19
1705,238109.306
1706,454481.572
1707,211716.328
1708,198584.75
1709,285648.884
1710,228674.83
1711,268731.132
1712,233015.192
1713,243316.104
1714,223939.196
1715,202742.644
1716,174742.792
1717,165163.81
1718,134072.386
1719,203855.374
1720,256012.804
1721,166062.776
1722,125503.44
1723,155317.412
1724,200667.3
1725,230459.996
1726,188305.78
1727,169718.458
1728,188679.156
1729,160346.808
1730,158385.942
1731,122673.742
1732,135908.356
1733,129036.09
1734,133527.56
1735,131663.132
1736,118326.014
1737,369079.056
1738,215651.468
1739,267928.54
1740,188503.838
1741,177308.82
1742,171776.398
1743,173913.802
1744,319714.11
1745,240192.574
1746,280385.954
1747,221029.936
1748,205490.516
1749,162242.394
1750,151194.866
1751,228950.782
1752,125354.866
1753,142475.724
1754,222309.23
1755,168496.224
1756,122363.278
1757,121793.376
1758,148109.922
1759,171334.24
1760,160084.576
1761,152400.378
1762,175933.068
1763,169775.964
1764,118408.23
1765,172101.212
1766,171973.096
1767,200512.68
1768,142148.024
1769,171930.578
1770,140825.35
1771,140722.384
1772,145891.38
1773,145241.402
1774,132361.242
1775,136294.31
1776,126134.914
1777,121504.652
1778,131576.618
1779,120185.798
1780,176288.63
1781,138094.072
1782,98560.846
1783,131460.406
1784,96377.14
1785,117247.95
1786,154812.324
1787,164727.14
1788,62604.954
1789,97317.28
1790,91828.87
1791,174328.432
1792,155170.134
1793,137517.466
1794,141320.31
1795,138215.902
1796,120825.074
1797,119681.728
1798,126266.04
1799,117573.91
1800,125949.286
1801,127794.822
1802,153314.206
1803,152912.198
1804,140901.8
1805,134740.3
1806,114229.178
1807,155055.064
1808,118265.15
1809,128038.35
1810,145098.918
1811,113944.906
1812,118432.864
1813,119072.226
1814,103290.288
1815,62679.888
1816,105000.392
1817,125538.0
1818,134651.626
1819,117814.952
1820,82347.396
1821,123613.704
1822,152067.658
1823,63446.188
1824,137481.96
1825,133550.138
1826,105655.448
1827,109481.708
1828,135702.308
1829,118376.428
1830,147704.008
1831,170355.184
1832,110639.404
1833,148809.15
1834,136391.94
1835,176862.214
1836,127941.458
1837,105597.96
1838,136623.516
1839,88686.86
1840,164183.582
1841,148078.78
1842,91651.628
1843,141482.508
1844,136177.698
1845,139952.312
1846,152538.104
1847,148467.908
1848,65431.178
1849,120042.842
1850,132156.216
1851,153247.098
1852,129707.868
1853,132555.368
1854,173373.636
1855,141447.972
1856,221152.98
1857,159535.896
1858,137832.75
1859,121007.816
1860,152116.718
1861,120668.928
1862,265732.74
1863,260638.15
1864,260638.15
1865,322543.442
1866,330843.752
1867,242909.082
1868,306873.572
1869,193750.354
1870,245698.628
1871,259435.296
1872,170468.258
1873,228960.474
1874,138036.12
1875,204136.794
1876,190832.792
1877,209168.266
1878,208832.35
1879,132777.14
1880,135308.286
1881,234036.108
1882,260722.454
1883,198575.746
1884,217803.772
1885,261921.434
1886,309334.01
1887,198794.574
1888,276160.98
1889,163612.52
1890,135535.548
1891,141471.806
1892,111044.274
1893,142416.934
1894,129416.286
1895,150863.296
1896,125700.95
1897,119788.634
1898,109061.372
1899,132277.108
1900,148866.178
1901,165247.014
1902,133152.002
1903,223365.746
1904,141309.054
1905,179152.346
1906,150770.632
1907,204678.56
1908,112478.72
1909,133337.456
1910,123707.372
1911,188631.868
1912,258355.64
1913,144929.64
1914,63528.552
1915,336189.736
1916,74321.29
1917,258328.602
1918,135598.772
1919,156736.888
1920,149832.338
1921,402058.058
1922,326539.696
1923,205082.454
1924,238279.672
1925,223265.05
1926,377484.016
1927,139420.974
1928,158735.312
1929,128210.756
1930,123987.174
1931,139607.58
1932,134186.386
1933,171205.74
1934,180371.396
1935,175303.926
1936,189180.6
1937,180853.736
1938,166367.918
1939,248634.434
1940,200307.372
1941,176896.692
1942,194209.91
1943,197651.3
1944,318638.146
1945,365515.16
1946,161585.368
1947,313586.836
1948,168417.448
1949,247929.864
1950,176699.32
1951,264157.28
1952,244192.426
1953,166529.94
1954,208242.326
1955,129748.754
1956,279629.396
1957,162823.478
1958,311272.056
1959,140916.744
1960,115750.546
1961,120996.39
1962,94380.566
1963,105263.416
1964,111980.678
1965,154484.26
1966,164087.072
1967,291488.374
1968,390761.212
1969,373503.94
1970,415765.046
1971,421764.238
1972,363357.716
1973,269114.008
1974,319611.95
1975,476258.534
1976,275935.744
1977,358057.594
1978,351843.916
1979,334556.684
1980,199001.31
1981,336478.8
1982,230277.006
1983,217727.396
1984,168920.912
1985,209099.774
1986,210334.036
1987,180649.482
1988,178180.28
1989,186852.584
1990,218866.498
1991,207199.076
1992,210972.806
1993,173128.492
1994,243276.132
1995,182261.904
1996,258695.79
1997,330261.03
1998,344213.214
1999,253934.202
2000,306103.024
2001,269386.184
2002,230437.262
2003,252895.012
2004,262744.15
2005,233139.148
2006,219930.222
2007,245325.05
2008,199177.55
2009,190249.574
2010,191625.324
2011,139715.172
2012,177898.692
2013,180593.338
2014,188881.61
2015,196948.166
2016,192422.698
2017,206481.424
2018,124325.632
2019,133280.392
2020,117490.888
2021,118990.366
2022,178312.89
2023,150873.332
2024,222092.706
2025,369656.904
2026,187215.908
2027,145852.042
2028,152156.028
2029,168596.328
2030,283772.972
2031,261737.936
2032,282053.578
2033,277184.364
2034,164987.574
2035,199554.252
2036,187345.814
2037,193081.008
2038,329576.396
2039,207891.124
2040,395088.02
2041,282309.814
2042,202960.862
2043,168694.098
2044,167430.302
2045,234666.282
2046,136687.096
2047,154103.144
2048,132234.154
2049,135811.836
2050,178478.658
2051,106267.46
2052,140471.226
2053,144150.0
2054,86506.298
2055,160888.77
2056,126777.666
2057,131954.05
2058,214686.882
2059,127658.336
2060,163793.056
2061,175485.79
2062,140275.6
2063,114500.686
2064,143544.508
2065,125525.386
2066,174112.624
2067,125450.668
2068,137065.508
2069,86986.888
2070,110776.606
2071,95697.468
2072,138868.3
2073,137061.148
2074,182922.964
2075,145645.068
2076,126180.226
2077,150783.324
2078,131823.45
2079,133264.846
2080,114408.95
2081,122447.7
2082,129837.138
2083,148136.182
2084,111792.264
2085,133369.558
2086,105055.754
2087,120192.152
2088,106474.098
2089,94937.84
2090,132614.762
2091,126112.846
2092,137198.394
2093,139430.976
2094,136735.722
2095,152404.72
2096,89712.42
2097,99386.432
2098,148285.604
2099,64544.402
2100,112023.524
2101,121125.262
2102,144751.474
2103,106789.074
2104,137774.916
2105,131808.882
2106,79607.278
2107,252219.362
2108,116796.126
2109,111459.14
2110,124192.706
2111,161394.93
2112,139022.236
2113,118167.92
2114,108342.378
2115,148926.116
2116,113564.474
2117,146084.272
2118,119027.374
2119,107772.374
2120,110862.742
2121,119563.418
2122,104197.058
2123,91753.556
2124,188599.336
2125,137368.274
2126,165897.534
2127,151867.588
2128,132024.586
2129,104653.316
2130,146364.728
2131,156969.452
2132,112671.972
2133,119373.57
2134,120355.178
2135,107010.454
2136,84485.494
2137,121123.968
2138,138741.33
2139,152432.302
2140,136203.25
2141,138173.468
2142,136256.33
2143,140751.106
2144,124665.7
2145,135658.05
2146,154376.66
2147,163143.03
2148,129659.404
2149,138394.96
2150,232314.172
2151,136675.54
2152,172707.788
2153,161983.308
2154,105965.87
2155,126383.554
2156,223021.064
2157,239961.012
2158,237558.914
2159,220344.462
2160,172292.668
2161,251947.026
2162,447401.064
2163,343280.966
2164,257878.37
2165,178975.55
2166,144474.62
2167,211095.186
2168,210439.114
2169,194582.59
2170,220902.042
2171,138979.736
2172,137821.73
2173,154981.73
2174,240099.04
2175,310141.17
2176,329282.996
2177,254107.038
2178,224086.21
2179,145577.72
2180,184533.276
2181,195299.924
2182,221399.614
2183,195849.496
2184,138388.71
2185,129587.508
2186,143356.688
2187,147610.044
2188,154327.73
2189,181457.79
2190,83490.52
2191,88477.882
2192,89804.94
2193,97636.734
2194,102565.208
2195,113864.304
2196,108071.4
2197,112285.012
2198,160657.262
2199,163736.02
2200,133308.648
2201,135341.538
