Id,SalePrice
1461,122086.640625
1462,156822.0
1463,181814.15625
1464,190015.0625
1465,194367.203125
1466,175035.28125
1467,168917.6875
1468,168279.03125
1469,178597.96875
1470,126834.398438
1471,207051.234375
1472,94559.828125
1473,102246.929688
1474,147946.0625
1475,128978.296875
1476,381279.84375
1477,267529.9375
1478,307197.40625
1479,246410.5
1480,513039.40625
1481,322724.8125
1482,206358.03125
1483,173138.421875
1484,164050.046875
1485,170621.578125
1486,198558.46875
1487,348650.09375
1488,241745.234375
1489,207310.53125
1490,208834.1875
1491,187628.8125
1492,100948.25
1493,194964.90625
1494,305073.90625
1495,292676.4375
1496,236203.625
1497,177358.0625
1498,159184.328125
1499,154572.5
1500,155753.265625
1501,181056.046875
1502,161595.046875
1503,303361.65625
1504,231504.140625
1505,238373.15625
1506,201295.375
1507,241600.765625
1508,207131.9375
1509,167120.796875
1510,147533.78125
1511,142941.875
1512,179625.578125
1513,151540.671875
1514,156871.71875
1515,194885.484375
1516,161046.5625
1517,156220.6875
1518,132899.15625
1519,223306.046875
1520,136253.234375
1521,140652.875
1522,175538.53125
1523,113585.507812
1524,125549.851562
1525,127778.835938
1526,127261.195312
1527,108645.921875
1528,131959.828125
1529,148817.921875
1530,180131.5625
1531,112855.328125
1532,93058.625
1533,148723.109375
1534,113722.335938
1535,157647.109375
1536,108456.445312
1537,74641.984375
1538,179107.484375
1539,197727.625
1540,98532.9375
1541,142923.640625
1542,149492.703125
1543,228647.140625
1544,79987.9765625
1545,102902.046875
1546,128904.25
1547,144407.75
1548,136239.640625
1549,119186.132812
1550,147860.703125
1551,107480.671875
1552,137301.578125
1553,141377.140625
1554,117725.226562
1555,176325.796875
1556,76086.9609375
1557,110310.054688
1558,92425.671875
1559,101553.617188
1560,146912.328125
1561,137072.546875
1562,126234.992188
1563,120783.023438
1564,156307.890625
1565,151895.1875
1566,232812.0
1567,84701.703125
1568,242402.84375
1569,140157.578125
1570,131828.234375
1571,126476.101562
1572,149543.59375
1573,234864.625
1574,99495.8125
1575,216842.640625
1576,232503.484375
1577,194213.921875
1578,155727.9375
1579,140459.703125
1580,185765.125
1581,149735.203125
1582,128385.875
1583,315659.15625
1584,224029.765625
1585,141101.953125
1586,73015.9765625
1587,102693.164062
1588,157764.109375
1589,105681.296875
1590,132128.71875
1591,99298.0625
